layer,uniprot,n_actives,n_decoys,ef1,ef5,bedroc,auroc,pr_auc
L2,O43613,99,4950,51.0000,19.5534,0.9915,0.9952,0.9813
L2,O43614,145,7250,51.0000,19.8486,0.9972,0.9996,0.9947
L2,O43924,14,700,51.0000,19.8333,0.9989,1.0000,1.0000
L2,O60341,807,40350,51.0000,19.9490,0.9969,0.9987,0.9947
L2,O60502,301,15050,51.0000,19.9883,0.9980,1.0000,1.0000
L2,O60674,759,37950,50.8686,19.8099,0.9926,0.9942,0.9859
L2,O60760,31,1550,51.0000,19.7625,0.9998,1.0000,1.0000
L2,O60885,576,28800,51.0000,19.8237,0.9948,0.9982,0.9903
L2,O75116,301,15050,51.0000,19.7891,0.9925,0.9948,0.9899
L2,O75173,83,4150,51.0000,19.9670,0.9912,1.0000,1.0000
L2,O75385,408,20400,51.0000,19.8905,0.9944,0.9997,0.9940
L2,O75417,1887,94350,51.0000,19.9994,0.9995,1.0000,0.9996
L2,O75460,278,13900,51.0000,19.9972,1.0000,1.0000,1.0000
L2,O75762,241,12050,51.0000,19.9854,0.9998,1.0000,1.0000
L2,O75874,60,3000,51.0000,19.0000,0.9782,0.9783,0.9526
L2,O75936,23,1150,51.0000,19.8814,0.9951,0.9998,0.9936
L2,O76074,28,1400,51.0000,16.2917,0.8966,0.9455,0.8167
L2,O76083,160,8000,51.0000,19.6250,0.9909,0.9906,0.9804
L2,O95271,55,2750,51.0000,19.1702,0.9845,0.9906,0.9669
L2,O95497,118,5900,51.0000,19.9934,0.9998,1.0000,1.0000
L2,O95819,66,3300,51.0000,19.6154,0.9814,0.9981,0.9697
L2,O96013,35,1750,51.0000,17.0000,0.9161,0.9578,0.8523
L2,O96017,65,3250,51.0000,19.3554,0.9868,0.9824,0.9703
L2,O96028,77,3850,51.0000,19.4162,0.9816,0.9856,0.9660
L2,P00338,101,5050,51.0000,19.7674,0.9958,0.9921,0.9903
L2,P00519,294,14700,51.0000,19.6520,0.9901,0.9941,0.9826
L2,P00533,2047,102350,50.9023,19.7649,0.9897,0.9959,0.9834
L2,P00734,72,3600,51.0000,19.4022,0.9847,0.9984,0.9790
L2,P00742,66,3300,51.0000,19.9172,0.9951,1.0000,0.9989
L2,P00746,364,18200,51.0000,19.9828,0.9999,1.0000,1.0000
L2,P00748,31,1550,51.0000,19.7625,0.9871,0.9995,0.9820
L2,P00751,146,7300,51.0000,19.9625,0.9942,1.0000,0.9999
L2,P00797,37,1850,51.0000,19.3263,0.9883,0.9841,0.9739
L2,P00915,223,11150,51.0000,19.7188,0.9896,0.9968,0.9828
L2,P00918,340,17000,51.0000,19.5882,0.9854,0.9952,0.9748
L2,P01116,3262,142379,44.5558,19.9913,0.9926,0.9996,0.9931
L2,P01375,21,1050,51.0000,19.8333,0.9996,1.0000,1.0000
L2,P02753,23,1150,51.0000,19.8814,0.9977,1.0000,1.0000
L2,P03372,218,10900,50.5446,19.9964,0.9910,0.9998,0.9883
L2,P03468,51,2550,51.0000,19.4656,0.9916,0.9818,0.9808
L2,P03951,101,5050,51.0000,19.7674,0.9954,0.9977,0.9909
L2,P03952,130,6500,51.0000,19.9699,0.9999,1.0000,1.0000
L2,P04049,656,32800,51.0000,19.9366,0.9973,0.9984,0.9951
L2,P04150,286,14300,51.0000,19.9110,0.9944,0.9977,0.9966
L2,P04293,355,17750,51.0000,19.9834,0.9997,1.0000,1.0000
L2,P04585,14,700,51.0000,19.8333,0.9824,1.0000,1.0000
L2,P04626,1004,50200,51.0000,19.8942,0.9952,0.9983,0.9953
L2,P04629,598,29900,51.0000,19.5974,0.9881,0.9937,0.9768
L2,P04798,34,1700,51.0000,19.9310,0.9990,1.0000,1.0000
L2,P04818,26,1300,51.0000,19.7910,0.9965,1.0000,1.0000
L2,P05089,13,650,51.0000,19.5000,0.9989,1.0000,1.0000
L2,P05177,36,1800,51.0000,19.4022,0.9854,0.9730,0.9689
L2,P05981,14,700,51.0000,19.8333,0.9957,1.0000,1.0000
L2,P06239,715,35750,50.4411,19.8799,0.9783,0.9967,0.9805
L2,P06241,54,2700,51.0000,19.2174,0.9797,0.9711,0.9577
L2,P06276,139,6950,51.0000,18.6761,0.9647,0.9773,0.9341
L2,P06401,20,1000,51.0000,20.0000,0.9983,1.0000,1.0000
L2,P06493,186,9300,50.4632,19.5411,0.9758,0.9917,0.9573
L2,P06730,23,1150,51.0000,19.8814,0.9988,1.0000,1.0000
L2,P06935,90,4500,51.0000,19.9565,0.9998,1.0000,1.0000
L2,P07333,773,38650,50.8709,19.8621,0.9936,0.9976,0.9883
L2,P07711,113,5650,51.0000,19.5882,0.9888,0.9919,0.9775
L2,P07858,29,1450,51.0000,19.2973,0.9817,0.9908,0.9629
L2,P07900,35,1750,51.0000,19.2667,0.9871,0.9723,0.9712
L2,P07948,10,500,42.5000,15.6923,0.7499,0.8849,0.6266
L2,P07949,263,13150,51.0000,19.7615,0.9912,0.9978,0.9848
L2,P08069,359,17950,51.0000,19.9323,0.9983,0.9989,0.9969
L2,P08172,48,2400,51.0000,19.0732,0.9725,0.9721,0.9459
L2,P08173,78,3900,51.0000,18.9648,0.9710,0.9722,0.9447
L2,P08183,26,1300,51.0000,18.2687,0.9563,0.9954,0.9310
L2,P08238,49,2450,51.0000,19.5840,0.9914,0.9939,0.9809
L2,P08246,10,500,51.0000,17.6538,0.9536,0.9287,0.9027
L2,P08253,25,1250,51.0000,19.1250,0.9827,0.9686,0.9610
L2,P08254,16,800,51.0000,19.9024,0.9992,1.0000,1.0000
L2,P08581,831,41550,51.0000,19.8226,0.9948,0.9956,0.9897
L2,P08684,27,1350,47.3571,15.5217,0.8178,0.9175,0.7110
L2,P08908,207,10350,51.0000,19.8011,0.9952,0.9936,0.9896
L2,P08912,26,1300,51.0000,17.5075,0.9387,0.9058,0.8757
L2,P08922,51,2550,47.2222,18.6870,0.9310,0.9898,0.8845
L2,P09237,21,1050,51.0000,18.8889,0.9793,0.9800,0.9545
L2,P09238,17,850,51.0000,16.2273,0.9157,0.9194,0.8370
L2,P09382,505,25250,51.0000,19.9961,0.9881,1.0000,0.9996
L2,P09619,429,21450,50.7671,19.9059,0.9931,0.9984,0.9874
L2,P09874,922,46100,50.6752,19.7972,0.9879,0.9945,0.9809
L2,P09917,14,700,51.0000,17.0000,0.9226,0.9432,0.8649
L2,P09960,15,750,51.0000,19.6154,0.9826,0.9995,0.9778
L2,P0A017,20,1000,51.0000,20.0000,0.9993,1.0000,1.0000
L2,P0A0K8,26,1300,51.0000,19.7910,0.9997,1.0000,1.0000
L2,P0A725,22,1100,51.0000,19.6842,0.9995,1.0000,1.0000
L2,P0AES6,25,1250,51.0000,19.9219,0.9996,1.0000,1.0000
L2,P0DMS8,50,2500,51.0000,18.7266,0.9686,0.9778,0.9364
L2,P0DTD1,1923,96150,51.0000,19.8842,0.9959,0.9972,0.9924
L2,P0DUB6,39,1950,51.0000,19.3800,0.9834,0.9981,0.9720
L2,P10275,145,7250,51.0000,19.5730,0.9916,0.9982,0.9842
L2,P10398,103,5150,51.0000,19.9734,0.9972,0.9999,0.9959
L2,P10415,1007,50350,51.0000,19.9194,0.9980,0.9977,0.9963
L2,P10721,1122,56100,51.0000,19.8690,0.9965,0.9983,0.9932
L2,P11229,24,1200,51.0000,18.0968,0.9520,0.9274,0.9047
L2,P11309,66,3300,51.0000,19.0118,0.9623,0.9824,0.9320
L2,P11362,501,25050,51.0000,19.8333,0.9926,0.9972,0.9869
L2,P11474,199,9950,50.0000,19.9783,0.9870,0.9998,0.9803
L2,P11511,17,850,51.0000,18.5455,0.9731,0.9788,0.9442
L2,P11802,1402,70100,50.7151,19.9094,0.9935,0.9979,0.9891
L2,P12931,69,3450,51.0000,19.4148,0.9734,0.9849,0.9515
L2,P13569,48,2400,51.0000,19.4878,0.9777,0.9860,0.9614
L2,P13866,11,550,51.0000,19.3448,0.9983,1.0000,1.0000
L2,P13995,11,550,51.0000,19.3448,0.9965,1.0000,1.0000
L2,P14207,22,1100,51.0000,19.6842,0.9996,1.0000,1.0000
L2,P14555,15,750,51.0000,18.3077,0.9433,0.9850,0.9387
L2,P14618,40,2000,51.0000,20.0000,0.9990,1.0000,0.9988
L2,P14756,71,3550,51.0000,19.8956,0.9999,1.0000,1.0000
L2,P14780,32,1600,48.0000,19.2805,0.9662,0.9723,0.9401
L2,P14867,124,6200,51.0000,19.6278,0.9929,0.9887,0.9844
L2,P14902,35,1750,51.0000,18.1333,0.9600,0.9857,0.9250
L2,P15056,769,38450,51.0000,19.8174,0.9951,0.9971,0.9904
L2,P15428,361,18050,51.0000,19.9902,1.0000,1.0000,1.0000
L2,P15559,84,4200,51.0000,19.9256,0.9665,1.0000,0.9999
L2,P16050,18,900,51.0000,19.9565,0.9983,1.0000,1.0000
L2,P16234,396,19800,50.7475,19.4406,0.9824,0.9957,0.9675
L2,P16591,14,700,51.0000,14.1667,0.8514,0.9519,0.7529
L2,P17252,30,1500,51.0000,19.8701,0.9993,1.0000,1.0000
L2,P17516,19,950,51.0000,19.7755,0.9995,1.0000,1.0000
L2,P17612,15,750,51.0000,18.3077,0.9694,0.9859,0.9390
L2,P17706,90,4500,48.7826,19.9565,0.9665,0.9991,0.9499
L2,P17812,272,13600,51.0000,19.9885,0.9800,1.0000,1.0000
L2,P17931,899,44950,51.0000,19.9952,0.9984,1.0000,1.0000
L2,P18031,258,12900,50.6136,19.6869,0.9841,0.9928,0.9708
L2,P18054,35,1750,51.0000,19.8333,0.9994,1.0000,1.0000
L2,P18825,125,6250,51.0000,19.8245,0.9966,0.9920,0.9922
L2,P19099,15,750,51.0000,19.6154,0.9989,1.0000,1.0000
L2,P20309,25,1250,51.0000,17.5312,0.9360,0.9107,0.8717
L2,P20618,73,3650,49.6579,19.9091,0.9753,0.9996,0.9575
L2,P20831,31,1550,51.0000,19.7625,0.9998,1.0000,1.0000
L2,P21397,36,1800,51.0000,18.2935,0.9307,0.9909,0.9014
L2,P21554,53,2650,51.0000,19.5000,0.9844,0.9853,0.9809
L2,P21589,171,8550,51.0000,19.6064,0.9901,0.9930,0.9798
L2,P21728,20,1000,51.0000,18.0000,0.9213,0.9950,0.8949
L2,P21802,484,24200,51.0000,19.8219,0.9932,0.9985,0.9880
L2,P22303,201,10050,51.0000,18.7895,0.9593,0.9815,0.9269
L2,P22413,524,26200,51.0000,19.7973,0.9955,0.9959,0.9906
L2,P22455,116,5800,51.0000,19.1250,0.9759,0.9877,0.9539
L2,P22518,11,550,51.0000,19.3448,0.9928,0.9998,0.9924
L2,P22607,384,19200,51.0000,19.8276,0.9934,0.9987,0.9887
L2,P22748,17,850,51.0000,19.7045,0.9969,0.9999,0.9967
L2,P22894,15,750,51.0000,19.6154,0.9988,1.0000,1.0000
L2,P23458,622,31100,50.5189,19.8601,0.9892,0.9978,0.9822
L2,P23467,77,3850,51.0000,19.9340,0.9999,1.0000,1.0000
L2,P23921,10,500,51.0000,19.6154,0.9980,1.0000,1.0000
L2,P23946,71,3550,51.0000,19.6154,0.9941,0.9965,0.9869
L2,P23975,18,900,51.0000,16.6304,0.9211,0.8750,0.8375
L2,P23977,20,1000,51.0000,20.0000,0.9955,1.0000,1.0000
L2,P24941,1629,81450,49.8953,19.8777,0.9822,0.9974,0.9717
L2,P25440,32,1600,51.0000,18.0366,0.9436,0.9637,0.8977
L2,P25774,33,1650,51.0000,19.2000,0.9843,0.9987,0.9751
L2,P27338,124,6200,50.2031,18.2603,0.9375,0.9833,0.8937
L2,P27487,116,5800,51.0000,19.6419,0.9817,0.9889,0.9672
L2,P28062,24,1200,51.0000,19.7419,0.9945,0.9999,0.9940
L2,P28065,27,1350,51.0000,19.9565,0.9911,0.9997,0.9900
L2,P28074,325,16250,51.0000,19.9940,0.9985,0.9999,0.9978
L2,P28335,296,14800,51.0000,19.7245,0.9939,0.9940,0.9871
L2,P28482,665,33250,51.0000,19.9670,0.9994,0.9996,0.9986
L2,P28647,11,550,51.0000,19.3448,0.9967,1.0000,1.0000
L2,P28845,15,750,51.0000,19.6154,0.9945,1.0000,1.0000
L2,P28907,166,8300,51.0000,19.9670,0.9971,1.0000,1.0000
L2,P29274,777,38850,50.8715,19.9934,0.9956,0.9999,0.9970
L2,P29275,358,17900,51.0000,19.9978,0.9981,0.9999,0.9974
L2,P29375,47,2350,51.0000,19.9750,0.9998,1.0000,1.0000
L2,P29466,21,1050,51.0000,17.0000,0.9286,0.9335,0.8590
L2,P29597,1372,68600,51.0000,19.9540,0.9984,0.9992,0.9971
L2,P30291,119,5950,51.0000,19.9638,0.9983,0.9999,0.9976
L2,P30530,928,46400,50.8924,19.9734,0.9974,0.9998,0.9958
L2,P30542,114,5700,51.0000,19.9794,0.9999,1.0000,1.0000
L2,P30559,11,550,51.0000,17.5862,0.9587,0.9207,0.9111
L2,P31153,542,27100,51.0000,19.9870,0.9993,0.9999,0.9988
L2,P31391,100,5000,51.0000,20.0000,0.9997,1.0000,0.9997
L2,P31639,12,600,51.0000,19.7419,0.9987,1.0000,1.0000
L2,P31644,359,17950,51.0000,19.9880,1.0000,1.0000,1.0000
L2,P31645,109,5450,51.0000,19.8129,0.9827,0.9966,0.9869
L2,P31652,49,2450,51.0000,19.9920,0.9993,1.0000,1.0000
L2,P31749,213,10650,51.0000,19.9688,0.9993,1.0000,0.9991
L2,P31751,118,5900,51.0000,19.9934,0.9999,1.0000,0.9999
L2,P32245,208,10400,51.0000,19.7853,0.9941,0.9937,0.9907
L2,P32297,12,600,51.0000,19.7419,0.9982,1.0000,1.0000
L2,P33533,27,1350,51.0000,19.2174,0.9838,0.9967,0.9697
L2,P33535,42,2100,51.0000,19.3611,0.9899,0.9978,0.9804
L2,P33981,49,2450,51.0000,19.9920,0.9926,0.9996,0.9893
L2,P34903,65,3250,51.0000,19.9699,0.9999,1.0000,1.0000
L2,P34913,62,3100,51.0000,19.5660,0.9931,0.9991,0.9880
L2,P34914,198,9900,51.0000,19.9960,0.9991,1.0000,0.9998
L2,P34947,44,2200,51.0000,19.8584,0.9937,1.0000,1.0000
L2,P34972,63,3150,51.0000,19.6398,0.9904,0.9919,0.9810
L2,P35218,17,850,51.0000,18.5455,0.9717,0.9967,0.9536
L2,P35354,99,4950,51.0000,18.3439,0.9442,0.9844,0.9019
L2,P35367,34,1700,45.3333,18.7586,0.9225,0.9795,0.8715
L2,P35372,197,9850,50.4950,19.8728,0.9887,0.9989,0.9778
L2,P35408,48,2400,51.0000,19.9024,0.9986,1.0000,0.9980
L2,P35916,71,3550,51.0000,17.6538,0.9473,0.9691,0.8978
L2,P35968,927,46350,50.4609,19.5457,0.9762,0.9934,0.9568
L2,P36544,21,1050,51.0000,19.8333,0.9877,0.9995,0.9836
L2,P36776,88,4400,51.0000,19.9467,0.9953,1.0000,1.0000
L2,P36888,506,25300,50.4093,19.1991,0.9621,0.9920,0.9353
L2,P36897,277,13850,51.0000,19.8373,0.9936,0.9981,0.9887
L2,P37023,16,800,51.0000,19.9024,0.9986,1.0000,1.0000
L2,P39900,83,4150,51.0000,19.7264,0.9947,0.9890,0.9882
L2,P40261,13,650,51.0000,19.5000,0.9976,1.0000,1.0000
L2,P40337,22,1100,51.0000,19.6842,0.9996,1.0000,1.0000
L2,P40763,50,2500,51.0000,17.9297,0.9558,0.9425,0.9085
L2,P41143,92,4600,51.0000,19.7489,0.9953,0.9959,0.9894
L2,P41144,15,750,51.0000,19.6154,0.9974,1.0000,1.0000
L2,P41145,526,26300,51.0000,19.8376,0.9960,0.9960,0.9922
L2,P41146,54,2700,51.0000,19.9565,0.9993,1.0000,1.0000
L2,P41182,406,20300,51.0000,19.9865,0.9974,1.0000,0.9996
L2,P41240,174,8700,51.0000,19.8716,0.9971,0.9969,0.9937
L2,P41594,26,1300,51.0000,19.7910,0.9997,1.0000,1.0000
L2,P41595,49,2450,51.0000,15.9120,0.8974,0.9074,0.8079
L2,P42330,77,3850,51.0000,19.9340,0.9999,1.0000,1.0000
L2,P42336,854,42700,50.8830,19.7631,0.9869,0.9957,0.9782
L2,P42338,120,6000,51.0000,19.1667,0.9782,0.9868,0.9577
L2,P42345,80,4000,49.7561,19.0000,0.9185,0.9852,0.8568
L2,P43116,32,1600,51.0000,19.9024,0.9957,0.9999,0.9944
L2,P43166,39,1950,51.0000,19.3800,0.9840,0.9941,0.9693
L2,P43235,11,550,51.0000,19.3448,0.9982,1.0000,1.0000
L2,P43405,104,5200,50.0556,19.7481,0.9873,0.9976,0.9789
L2,P43490,482,24100,51.0000,19.8610,0.9936,0.9992,0.9892
L2,P43681,11,550,51.0000,17.5862,0.9560,0.9289,0.9113
L2,P45452,35,1750,51.0000,17.5667,0.9484,0.9424,0.8919
L2,P45983,28,1400,51.0000,18.4167,0.9682,0.9420,0.9303
L2,P45984,54,2700,51.0000,17.7391,0.9498,0.9495,0.8956
L2,P47205,147,7350,51.0000,19.8560,0.9943,0.9969,0.9896
L2,P47869,184,9200,51.0000,19.9660,0.9999,1.0000,1.0000
L2,P47989,14,700,51.0000,14.1667,0.8518,0.8709,0.7400
L2,P48039,12,600,51.0000,18.0968,0.8958,0.9922,0.8534
L2,P48729,134,6700,51.0000,19.2368,0.9827,0.9814,0.9623
L2,P48730,144,7200,51.0000,19.6793,0.9941,0.9976,0.9875
L2,P48735,29,1450,51.0000,19.9865,0.9976,1.0000,1.0000
L2,P48736,223,11150,50.5526,19.2707,0.9702,0.9837,0.9408
L2,P49137,13,650,51.0000,19.5000,0.9986,1.0000,1.0000
L2,P49286,13,650,51.0000,13.5000,0.7922,0.9149,0.6995
L2,P49327,11,550,51.0000,19.3448,0.9981,1.0000,1.0000
L2,P49336,35,1750,51.0000,19.2667,0.9794,0.9778,0.9603
L2,P49674,13,650,51.0000,15.0000,0.8844,0.8876,0.7779
L2,P49759,134,6700,51.0000,18.9386,0.9754,0.9801,0.9513
L2,P49760,257,12850,51.0000,19.9024,0.9952,0.9963,0.9918
L2,P49761,138,6900,50.2817,19.8494,0.9867,0.9991,0.9785
L2,P49840,1580,79000,51.0000,19.9241,0.9665,0.9982,0.9962
L2,P49841,1407,70350,51.0000,19.8570,0.9739,0.9967,0.9904
L2,P50053,944,47200,51.0000,19.9934,0.9976,1.0000,1.0000
L2,P50406,56,2800,51.0000,18.9021,0.9762,0.9779,0.9486
L2,P50613,175,8750,50.4333,19.5101,0.9854,0.9975,0.9746
L2,P50750,192,9600,51.0000,19.1510,0.9732,0.9822,0.9502
L2,P51449,48,2400,51.0000,18.2439,0.9633,0.9645,0.9216
L2,P51531,92,4600,51.0000,19.3149,0.9859,0.9825,0.9707
L2,P51532,82,4100,51.0000,19.6714,0.9944,0.9994,0.9910
L2,P51617,43,2150,51.0000,19.4727,0.9901,0.9935,0.9783
L2,P51813,42,2100,51.0000,19.3611,0.9788,0.9974,0.9648
L2,P52333,725,36250,50.8622,19.8594,0.9923,0.9971,0.9875
L2,P52895,12,600,51.0000,18.0968,0.9628,0.9301,0.9186
L2,P53350,107,5350,51.0000,19.8022,0.9932,0.9960,0.9872
L2,P53396,59,2950,51.0000,19.5894,0.9923,0.9832,0.9828
L2,P53634,415,20750,51.0000,19.9377,0.9979,0.9996,0.9978
L2,P53667,62,3100,51.0000,18.6038,0.9718,0.9865,0.9412
L2,P53671,66,3300,51.0000,19.0118,0.9803,0.9886,0.9574
L2,P53779,65,3250,49.5000,18.1265,0.9429,0.9545,0.8924
L2,P54646,14,700,51.0000,18.4167,0.9683,0.9312,0.9300
L2,P55055,12,600,51.0000,18.0968,0.9621,0.9203,0.9184
L2,P56373,27,1350,51.0000,18.4783,0.9675,0.9604,0.9344
L2,P56524,17,850,51.0000,18.5455,0.9305,0.9955,0.9016
L2,P56817,352,17600,51.0000,19.8775,0.9970,0.9970,0.9939
L2,P61073,52,2600,51.0000,18.0226,0.9487,0.9695,0.9129
L2,P61964,51,2550,51.0000,19.4656,0.9917,0.9943,0.9816
L2,P62813,86,4300,51.0000,19.9364,0.9481,1.0000,1.0000
L2,P62937,101,5050,44.1346,19.5698,0.9199,0.9892,0.8838
L2,P68400,221,11050,51.0000,19.8936,0.9981,0.9979,0.9956
L2,P69996,11,550,51.0000,19.3448,0.9975,1.0000,1.0000
L2,P78527,632,31600,51.0000,19.9634,0.9990,0.9993,0.9980
L2,P79208,26,1300,51.0000,18.2687,0.9660,0.9552,0.9264
L2,P80192,58,2900,51.0000,19.9865,0.9999,1.0000,1.0000
L2,P80457,31,1550,51.0000,19.7625,0.9845,0.9993,0.9780
L2,P81908,138,6900,51.0000,19.2699,0.9718,0.9898,0.9556
L2,P97321,46,2300,51.0000,19.8814,0.9998,1.0000,1.0000
L2,P97612,12,600,51.0000,19.7419,0.9984,1.0000,1.0000
L2,P98170,210,10500,51.0000,19.9813,0.9998,1.0000,1.0000
L2,P9WGR1,12,600,51.0000,19.7419,0.9963,1.0000,1.0000
L2,Q00534,1091,54550,50.7253,19.9199,0.9936,0.9979,0.9896
L2,Q00535,40,2000,51.0000,17.5000,0.9425,0.9618,0.8886
L2,Q00536,34,1700,51.0000,19.3448,0.9875,0.9766,0.9713
L2,Q00960,69,3450,51.0000,19.7045,0.9916,0.9901,0.9827
L2,Q00987,65,3250,51.0000,19.3554,0.9636,0.9846,0.9734
L2,Q01064,694,34700,51.0000,19.9102,0.9982,0.9983,0.9961
L2,Q01959,25,1250,51.0000,15.1406,0.8806,0.9243,0.7886
L2,Q02127,108,5400,51.0000,19.7717,0.9959,0.9976,0.9914
L2,Q02750,13,650,51.0000,19.5000,0.9957,1.0000,1.0000
L2,Q02769,47,2350,51.0000,19.9750,0.9935,1.0000,1.0000
L2,Q03111,100,5000,51.0000,20.0000,0.9999,1.0000,1.0000
L2,Q04609,101,5050,51.0000,19.7674,0.9938,0.9991,0.9903
L2,Q04759,37,1850,51.0000,19.8632,0.9995,1.0000,1.0000
L2,Q04771,40,2000,51.0000,19.5000,0.9885,0.9949,0.9766
L2,Q04828,18,900,51.0000,19.9565,0.9995,1.0000,1.0000
L2,Q05397,369,18450,51.0000,19.7279,0.9908,0.9935,0.9823
L2,Q05941,14,700,51.0000,19.8333,0.9983,1.0000,1.0000
L2,Q06124,487,24350,51.0000,19.9976,0.9998,1.0000,0.9997
L2,Q06187,977,48850,51.0000,19.9539,0.9950,0.9996,0.9965
L2,Q06418,812,40600,51.0000,19.9961,0.9995,1.0000,0.9993
L2,Q07343,188,9400,51.0000,19.2312,0.9698,0.9885,0.9558
L2,Q07817,377,18850,51.0000,19.9335,0.9985,0.9976,0.9974
L2,Q07820,107,5350,51.0000,19.8022,0.9932,0.9989,0.9887
L2,Q07889,591,29550,50.8311,19.9536,0.9895,0.9992,0.9931
L2,Q08210,66,3300,51.0000,19.9172,0.9999,1.0000,1.0000
L2,Q08345,338,16900,50.7052,19.5835,0.9839,0.9892,0.9704
L2,Q08499,214,10700,51.0000,19.7088,0.9904,0.9990,0.9888
L2,Q09472,112,5600,51.0000,19.6154,0.9900,0.9830,0.9793
L2,Q12851,21,1050,51.0000,17.9444,0.9571,0.9534,0.9085
L2,Q12866,875,43750,51.0000,19.9704,0.9992,0.9997,0.9985
L2,Q12879,12,600,51.0000,18.0968,0.9621,0.9912,0.9298
L2,Q12884,122,6100,51.0000,19.9423,0.9930,0.9995,0.9898
L2,Q12931,11,550,51.0000,17.5862,0.9568,0.9108,0.9109
L2,Q13043,15,750,51.0000,17.0000,0.9381,0.9283,0.8716
L2,Q13085,23,1150,51.0000,19.8814,0.9933,1.0000,1.0000
L2,Q13133,11,550,51.0000,17.5862,0.9587,0.9136,0.9110
L2,Q13153,16,800,51.0000,18.6585,0.9698,0.9750,0.9405
L2,Q13164,15,750,51.0000,17.0000,0.9069,0.9528,0.8343
L2,Q13224,42,2100,51.0000,19.3611,0.9877,0.9842,0.9769
L2,Q13315,216,10800,51.0000,19.8076,0.9944,0.9985,0.9898
L2,Q13451,28,1400,51.0000,18.4167,0.9460,0.9662,0.9124
L2,Q13464,183,9150,51.0000,19.7666,0.9842,0.9914,0.9880
L2,Q13489,211,10550,51.0000,19.9647,0.9998,1.0000,1.0000
L2,Q13490,211,10550,51.0000,19.9647,0.9998,1.0000,1.0000
L2,Q13526,14,700,51.0000,15.5833,0.8944,0.8642,0.7987
L2,Q13546,588,29400,51.0000,19.8560,0.9967,0.9968,0.9931
L2,Q13547,1044,52200,51.0000,19.6684,0.9793,0.9969,0.9669
L2,Q13627,462,23100,50.1356,19.1628,0.9631,0.9892,0.9365
L2,Q13822,197,9850,51.0000,19.7714,0.9935,0.9993,0.9891
L2,Q13946,93,4650,51.0000,18.0000,0.9527,0.9526,0.9030
L2,Q14004,42,2100,51.0000,18.8889,0.9796,0.9949,0.9601
L2,Q14145,124,6200,51.0000,19.7886,0.9882,0.9995,0.9936
L2,Q14432,47,2350,51.0000,18.7000,0.9649,0.9756,0.9323
L2,Q14524,36,1800,51.0000,19.9565,0.9968,0.9999,0.9960
L2,Q14833,171,8550,51.0000,19.9565,0.9979,1.0000,1.0000
L2,Q14994,22,1100,51.0000,17.0000,0.9370,0.9440,0.8750
L2,Q15059,37,1850,51.0000,18.7895,0.9655,0.9719,0.9358
L2,Q15118,17,850,51.0000,16.2273,0.9141,0.8975,0.8325
L2,Q15119,112,5600,51.0000,19.9720,0.9962,0.9997,0.9948
L2,Q15125,177,8850,51.0000,19.9712,0.9407,0.9999,0.9976
L2,Q15561,386,19300,51.0000,19.9340,0.9964,0.9977,0.9974
L2,Q15858,660,33000,51.0000,19.9697,0.9945,0.9992,0.9982
L2,Q15910,735,36750,51.0000,19.9920,0.9999,1.0000,0.9999
L2,Q16288,166,8300,51.0000,19.6061,0.9925,0.9914,0.9829
L2,Q16539,37,1850,51.0000,18.7895,0.9627,0.9744,0.9294
L2,Q16552,262,13100,51.0000,19.9731,0.9999,1.0000,1.0000
L2,Q16584,93,4650,51.0000,19.9286,1.0000,1.0000,1.0000
L2,Q16602,24,1200,51.0000,19.7419,0.9442,1.0000,1.0000
L2,Q16620,188,9400,51.0000,19.4437,0.9887,0.9859,0.9745
L2,Q16678,31,1550,51.0000,19.1250,0.9859,0.9725,0.9685
L2,Q16740,32,1600,51.0000,19.9024,0.9997,1.0000,1.0000
L2,Q16769,67,3350,51.0000,19.6842,0.9874,0.9972,0.9771
L2,Q16790,250,12500,50.6016,19.7445,0.9795,0.9963,0.9687
L2,Q16873,11,550,51.0000,19.3448,0.9981,1.0000,1.0000
L2,Q2M2I8,63,3150,51.0000,19.6398,0.9915,0.9890,0.9819
L2,Q32ZE1,150,7500,51.0000,19.9739,0.9997,1.0000,1.0000
L2,Q3TBT3,14,700,51.0000,19.8333,0.9878,0.9996,0.9841
L2,Q460N5,24,1200,51.0000,18.0968,0.9630,0.9472,0.9201
L2,Q58F21,39,1950,51.0000,18.8700,0.9731,0.9847,0.9478
L2,Q5BJF2,110,5500,51.0000,19.6014,0.9908,0.9858,0.9801
L2,Q5S007,760,38000,50.7371,19.8947,0.9886,0.9979,0.9894
L2,Q5U3Y7,42,2100,51.0000,19.8333,0.9987,1.0000,1.0000
L2,Q60492,48,2400,51.0000,19.9024,0.9978,1.0000,0.9980
L2,Q63470,13,650,51.0000,19.5000,0.9950,0.9999,0.9945
L2,Q64610,55,2750,51.0000,19.8936,0.9997,1.0000,1.0000
L2,Q6P179,17,850,51.0000,18.5455,0.9739,0.9516,0.9426
L2,Q6V1X1,69,3450,51.0000,19.9943,0.9999,1.0000,1.0000
L2,Q6ZQW0,54,2700,51.0000,19.9565,0.9954,0.9998,0.9934
L2,Q72547,64,3200,51.0000,19.2805,0.9868,0.9956,0.9740
L2,Q86TI2,56,2800,51.0000,19.6154,0.9925,0.9974,0.9843
L2,Q86U44,58,2900,51.0000,19.6419,0.9910,0.9894,0.9809
