target,layer,n_molecules,n_actives,metric,pocket,sequence,diff
C7C422,L1,1784,35,EF1%,8.4952,11.3270,+2.8317
C7C422,L1,1784,35,EF5%,10.7606,5.6635,-5.0971
C7C422,L1,1784,35,AUROC,0.8408,0.7245,-0.1163
O00141,L1,1581,31,EF1%,51.0000,51.0000,+0.0000
O00141,L1,1581,31,EF5%,16.5750,17.8500,+1.2750
O00141,L1,1581,31,AUROC,0.9208,0.9537,+0.0329
O00329,L1,9273,182,EF1%,41.6370,49.3070,+7.6700
O00329,L1,9273,182,EF5%,13.7259,12.7376,-0.9883
O00329,L1,9273,182,AUROC,0.9688,0.9323,-0.0365
O00444,L1,662,13,EF1%,21.8242,50.9231,+29.0989
O00444,L1,662,13,EF5%,10.4842,10.4842,+0.0000
O00444,L1,662,13,AUROC,0.8391,0.9502,+0.1111
O00763,L1,663,13,EF1%,51.0000,51.0000,+0.0000
O00763,L1,663,13,EF5%,19.5000,19.5000,+0.0000
O00763,L1,663,13,AUROC,0.9999,1.0000,+0.0001
O14744,L1,1222,24,EF1%,47.0000,50.9167,+3.9167
O14744,L1,1222,24,EF5%,12.3185,15.6035,+3.2849
O14744,L1,1222,24,AUROC,0.8878,0.9120,+0.0242
O14757,L1,662,13,EF1%,21.8242,29.0989,+7.2747
O14757,L1,662,13,EF5%,5.9910,11.9819,+5.9910
O14757,L1,662,13,AUROC,0.8083,0.7741,-0.0342
O14965,L1,1172,23,EF1%,42.4638,21.2319,-21.2319
O14965,L1,1172,23,EF5%,15.5461,5.1820,-10.3640
O14965,L1,1172,23,AUROC,0.9266,0.7799,-0.1467
O15379,L1,7189,141,EF1%,0.0000,49.5695,+49.5695
O15379,L1,7189,141,EF5%,0.0000,19.1197,+19.1197
O15379,L1,7189,141,AUROC,0.4009,0.9815,+0.5805
O43353,L1,12518,246,EF1%,50.8862,50.8862,+0.0000
O43353,L1,12518,246,EF5%,19.1026,19.5904,+0.4877
O43353,L1,12518,246,AUROC,0.9891,0.9942,+0.0052
O43570,L1,12736,250,EF1%,44.9740,43.3820,-1.5920
O43570,L1,12736,250,EF5%,18.3942,18.3142,-0.0800
O43570,L1,12736,250,AUROC,0.9842,0.9674,-0.0168
O60218,L1,1682,33,EF1%,50.9697,50.9697,+0.0000
O60218,L1,1682,33,EF5%,15.5907,17.3897,+1.7989
O60218,L1,1682,33,AUROC,0.9838,0.9884,+0.0046
O60341,L1,5301,104,EF1%,28.3173,30.2051,+1.8878
O60341,L1,5301,104,EF5%,6.5151,6.8984,+0.3832
O60341,L1,5301,104,AUROC,0.7062,0.7836,+0.0774
O60674,L1,11614,228,EF1%,0.0000,39.6189,+39.6189
O60674,L1,11614,228,EF5%,0.8767,16.6581,+15.7813
O60674,L1,11614,228,AUROC,0.6640,0.9533,+0.2893
O60885,L1,2954,58,EF1%,50.9310,50.9310,+0.0000
O60885,L1,2954,58,EF5%,18.2388,18.9271,+0.6883
O60885,L1,2954,58,AUROC,0.9682,0.9692,+0.0010
O75116,L1,1733,34,EF1%,50.9706,50.9706,+0.0000
O75116,L1,1733,34,EF5%,15.2326,16.9902,+1.7576
O75116,L1,1733,34,AUROC,0.9485,0.9585,+0.0100
O75385,L1,510,10,EF1%,25.5000,34.0000,+8.5000
O75385,L1,510,10,EF5%,11.7692,9.8077,-1.9615
O75385,L1,510,10,AUROC,0.8374,0.9388,+0.1014
O75417,L1,509,10,EF1%,0.0000,33.9333,+33.9333
O75417,L1,509,10,EF5%,3.9154,7.8308,+3.9154
O75417,L1,509,10,AUROC,0.6119,0.7082,+0.0963
O75460,L1,1732,34,EF1%,39.6209,42.4510,+2.8301
O75460,L1,1732,34,EF5%,18.7370,19.9080,+1.1711
O75460,L1,1732,34,AUROC,0.9785,0.9984,+0.0199
O75469,L1,4179,82,EF1%,50.9634,50.9634,+0.0000
O75469,L1,4179,82,EF5%,19.9952,19.9952,+0.0000
O75469,L1,4179,82,AUROC,1.0000,1.0000,+0.0000
O75762,L1,763,15,EF1%,6.3583,6.3583,+0.0000
O75762,L1,763,15,EF5%,1.3043,1.3043,+0.0000
O75762,L1,763,15,AUROC,0.4311,0.3650,-0.0661
O75874,L1,1476,29,EF1%,0.0000,3.3931,+3.3931
O75874,L1,1476,29,EF5%,0.0000,1.3756,+1.3756
O75874,L1,1476,29,AUROC,0.4521,0.6105,+0.1585
O76074,L1,2753,54,EF1%,29.1323,23.6700,-5.4623
O76074,L1,2753,54,EF5%,6.2803,7.7581,+1.4777
O76074,L1,2753,54,AUROC,0.5903,0.5819,-0.0084
O76083,L1,764,15,EF1%,50.9333,50.9333,+0.0000
O76083,L1,764,15,EF5%,18.2838,18.2838,+0.0000
O76083,L1,764,15,AUROC,0.9672,0.9748,+0.0077
O95271,L1,965,19,EF1%,50.7895,40.6316,-10.1579
O95271,L1,965,19,EF5%,19.6939,19.6939,+0.0000
O95271,L1,965,19,AUROC,0.9991,0.9978,-0.0012
O95819,L1,816,16,EF1%,0.0000,0.0000,+0.0000
O95819,L1,816,16,EF5%,1.2439,1.2439,+0.0000
O95819,L1,816,16,AUROC,0.8098,0.6975,-0.1123
O96013,L1,1071,21,EF1%,41.7273,51.0000,+9.2727
O96013,L1,1071,21,EF5%,15.1111,18.8889,+3.7778
O96013,L1,1071,21,AUROC,0.9497,0.9748,+0.0251
O96028,L1,1121,22,EF1%,16.9848,4.2462,-12.7386
O96028,L1,1121,22,EF5%,5.3636,0.8939,-4.4697
O96028,L1,1121,22,AUROC,0.8784,0.6969,-0.1815
P00338,L1,560,11,EF1%,0.0000,50.9091,+50.9091
P00338,L1,560,11,EF5%,0.0000,18.1818,+18.1818
P00338,L1,560,11,AUROC,0.2870,0.9646,+0.6776
P00352,L1,510,10,EF1%,0.0000,0.0000,+0.0000
P00352,L1,510,10,EF5%,0.0000,0.0000,+0.0000
P00352,L1,510,10,AUROC,0.4583,0.3005,-0.1578
P00491,L1,1325,26,EF1%,50.9615,50.9615,+0.0000
P00491,L1,1325,26,EF5%,19.7761,19.7761,+0.0000
P00491,L1,1325,26,AUROC,0.9993,0.9996,+0.0004
P00519,L1,2393,47,EF1%,42.4291,19.0931,-23.3360
P00519,L1,2393,47,EF5%,13.1530,12.3044,-0.8486
P00519,L1,2393,47,AUROC,0.9295,0.8979,-0.0316
P00533,L1,23791,467,EF1%,23.5457,11.3447,-12.2010
P00533,L1,23791,467,EF5%,8.2624,6.4644,-1.7980
P00533,L1,23791,467,AUROC,0.7876,0.7346,-0.0530
P00734,L1,7595,149,EF1%,37.5592,14.7554,-22.8038
P00734,L1,7595,149,EF5%,19.3161,8.8532,-10.4629
P00734,L1,7595,149,AUROC,0.9842,0.9001,-0.0841
P00742,L1,1019,20,EF1%,46.3182,50.9500,+4.6318
P00742,L1,1019,20,EF5%,19.9804,17.9824,-1.9980
P00742,L1,1019,20,AUROC,0.9967,0.9842,-0.0125
P00915,L1,8612,169,EF1%,33.3867,46.8585,+13.4718
P00915,L1,8612,169,EF5%,16.5527,19.2720,+2.7194
P00915,L1,8612,169,AUROC,0.9649,0.9872,+0.0223
P00918,L1,12485,245,EF1%,46.8824,28.9448,-17.9376
P00918,L1,12485,245,EF5%,16.1439,13.5348,-2.6091
P00918,L1,12485,245,AUROC,0.9586,0.9385,-0.0201
P01116,L1,2593,51,EF1%,33.2436,33.2436,+0.0000
P01116,L1,2593,51,EF5%,10.1686,8.2131,-1.9555
P01116,L1,2593,51,AUROC,0.9470,0.8840,-0.0630
P03372,L1,2038,40,EF1%,50.9500,46.0976,-4.8524
P03372,L1,2038,40,EF5%,17.4828,17.9824,+0.4995
P03372,L1,2038,40,AUROC,0.9757,0.9833,+0.0077
P04049,L1,867,17,EF1%,28.3333,39.6667,+11.3333
P04049,L1,867,17,EF5%,12.7500,13.9091,+1.1591
P04049,L1,867,17,AUROC,0.9603,0.9269,-0.0334
P04626,L1,4890,96,EF1%,10.3954,9.3559,-1.0395
P04626,L1,4890,96,EF5%,3.5344,4.7819,+1.2474
P04626,L1,4890,96,AUROC,0.5065,0.5673,+0.0608
P04629,L1,3262,64,EF1%,33.9792,29.3456,-4.6335
P04629,L1,3262,64,EF5%,11.1883,8.7020,-2.4863
P04629,L1,3262,64,AUROC,0.7450,0.7446,-0.0005
P04798,L1,3210,63,EF1%,3.0880,3.0880,+0.0000
P04798,L1,3210,63,EF5%,0.6329,0.6329,+0.0000
P04798,L1,3210,63,AUROC,0.5294,0.3831,-0.1463
P05089,L1,2906,57,EF1%,50.9825,50.9825,+0.0000
P05089,L1,2906,57,EF5%,19.9041,19.9041,+0.0000
P05089,L1,2906,57,AUROC,1.0000,1.0000,+0.0000
P05177,L1,2139,42,EF1%,2.3149,2.3149,+0.0000
P05177,L1,2139,42,EF5%,0.4760,1.4279,+0.9519
P05177,L1,2139,42,AUROC,0.5235,0.6871,+0.1637
P05771,L1,561,11,EF1%,25.5000,17.0000,-8.5000
P05771,L1,561,11,EF5%,12.3103,8.7931,-3.5172
P05771,L1,561,11,AUROC,0.7934,0.7840,-0.0094
P05979,L1,1530,30,EF1%,51.0000,51.0000,+0.0000
P05979,L1,1530,30,EF5%,15.2338,13.9091,-1.3247
P05979,L1,1530,30,AUROC,0.9581,0.9242,-0.0339
P06213,L1,662,13,EF1%,21.8242,43.6484,+21.8242
P06213,L1,662,13,EF5%,10.4842,14.9774,+4.4932
P06213,L1,662,13,AUROC,0.9404,0.9576,+0.0172
P06239,L1,3463,68,EF1%,27.6458,21.8256,-5.8202
P06239,L1,3463,68,EF5%,14.0487,6.4390,-7.6097
P06239,L1,3463,68,AUROC,0.9554,0.8459,-0.1094
P06276,L1,2498,49,EF1%,34.6661,34.6661,+0.0000
P06276,L1,2498,49,EF5%,12.6429,13.0508,+0.4078
P06276,L1,2498,49,AUROC,0.8533,0.8972,+0.0439
P06493,L1,1884,37,EF1%,48.2390,34.8393,-13.3997
P06493,L1,1884,37,EF5%,17.1516,17.6876,+0.5360
P06493,L1,1884,37,AUROC,0.9542,0.9729,+0.0187
P07333,L1,5251,103,EF1%,23.0855,27.8950,+4.8095
P07333,L1,5251,103,EF5%,5.2337,7.1722,+1.9384
P07333,L1,5251,103,AUROC,0.7628,0.8206,+0.0578
P07550,L1,612,12,EF1%,51.0000,51.0000,+0.0000
P07550,L1,612,12,EF5%,19.7419,19.7419,+0.0000
P07550,L1,612,12,AUROC,0.9997,0.9997,+0.0000
P07711,L1,2091,41,EF1%,29.1429,26.7143,-2.4286
P07711,L1,2091,41,EF5%,15.0571,7.7714,-7.2857
P07711,L1,2091,41,AUROC,0.9018,0.8388,-0.0630
P07900,L1,1479,29,EF1%,51.0000,51.0000,+0.0000
P07900,L1,1479,29,EF5%,18.6081,18.6081,+0.0000
P07900,L1,1479,29,AUROC,0.9773,0.9847,+0.0074
P07948,L1,663,13,EF1%,29.1429,36.4286,+7.2857
P07948,L1,663,13,EF5%,13.5000,15.0000,+1.5000
P07948,L1,663,13,AUROC,0.9392,0.9472,+0.0080
P07949,L1,2090,41,EF1%,43.6934,48.5482,+4.8548
P07949,L1,2090,41,EF5%,14.5645,16.9919,+2.4274
P07949,L1,2090,41,AUROC,0.9413,0.9776,+0.0364
P08069,L1,2038,40,EF1%,24.2619,38.8190,+14.5571
P08069,L1,2038,40,EF5%,11.9882,13.4868,+1.4985
P08069,L1,2038,40,AUROC,0.9579,0.9206,-0.0373
P08173,L1,662,13,EF1%,50.9231,50.9231,+0.0000
P08173,L1,662,13,EF5%,19.4706,17.9729,-1.4977
P08173,L1,662,13,AUROC,0.9998,0.9849,-0.0148
P08238,L1,1377,27,EF1%,51.0000,51.0000,+0.0000
P08238,L1,1377,27,EF5%,18.4783,18.4783,+0.0000
P08238,L1,1377,27,AUROC,0.9789,0.9748,-0.0042
P08246,L1,1476,29,EF1%,50.8966,50.8966,+0.0000
P08246,L1,1476,29,EF5%,14.4436,15.1314,+0.6878
P08246,L1,1476,29,AUROC,0.8127,0.8854,+0.0727
P08253,L1,712,14,EF1%,25.4286,31.7857,+6.3571
P08253,L1,712,14,EF5%,9.8889,14.1270,+4.2381
P08253,L1,712,14,AUROC,0.8740,0.9800,+0.1061
P08581,L1,3365,66,EF1%,7.4978,32.9902,+25.4924
P08581,L1,3365,66,EF5%,3.6202,12.0674,+8.4472
P08581,L1,3365,66,AUROC,0.5957,0.9049,+0.3092
P08908,L1,2394,47,EF1%,50.9362,48.8138,-2.1223
P08908,L1,2394,47,EF5%,19.5255,19.5255,+0.0000
P08908,L1,2394,47,AUROC,0.9780,0.9936,+0.0157
P08913,L1,1121,22,EF1%,42.4621,42.4621,+0.0000
P08913,L1,1121,22,EF5%,15.1970,13.4091,-1.7879
P08913,L1,1121,22,AUROC,0.8883,0.8534,-0.0348
P08922,L1,1019,20,EF1%,27.7909,37.0545,+9.2636
P08922,L1,1019,20,EF5%,11.9882,13.9863,+1.9980
P08922,L1,1019,20,AUROC,0.8538,0.9286,+0.0747
P09874,L1,8149,160,EF1%,45.3412,44.7201,-0.6211
P09874,L1,8149,160,EF5%,18.9744,17.8509,-1.1235
P09874,L1,8149,160,AUROC,0.9819,0.9796,-0.0023
P0C6U8,L1,612,12,EF1%,51.0000,51.0000,+0.0000
P0C6U8,L1,612,12,EF5%,19.7419,19.7419,+0.0000
P0C6U8,L1,612,12,AUROC,1.0000,1.0000,+0.0000
P0DMS8,L1,3507,60,EF1%,58.4500,58.4500,+0.0000
P0DMS8,L1,3507,60,EF5%,19.2619,19.2619,+0.0000
P0DMS8,L1,3507,60,AUROC,0.9834,0.9979,+0.0144
P0DTD1,L1,21395,419,EF1%,48.1988,49.8690,+1.6703
P0DTD1,L1,21395,419,EF5%,14.3165,16.7503,+2.4338
P0DTD1,L1,21395,419,AUROC,0.9443,0.9555,+0.0112
P10275,L1,765,15,EF1%,44.6250,38.2500,-6.3750
P10275,L1,765,15,EF5%,10.4615,13.0769,+2.6154
P10275,L1,765,15,AUROC,0.7589,0.8275,+0.0686
P10415,L1,712,14,EF1%,50.8571,50.8571,+0.0000
P10415,L1,712,14,EF5%,16.9524,16.9524,+0.0000
P10415,L1,712,14,AUROC,0.9460,0.8846,-0.0614
P10721,L1,1987,39,EF1%,38.2115,43.3064,+5.0949
P10721,L1,1987,39,EF5%,17.8321,15.2846,-2.5474
P10721,L1,1987,39,AUROC,0.9757,0.9606,-0.0150
P11309,L1,2804,55,EF1%,31.6439,33.4019,+1.7580
P11309,L1,2804,55,EF5%,9.0393,10.1240,+1.0847
P11309,L1,2804,55,AUROC,0.7037,0.7106,+0.0070
P11362,L1,2854,56,EF1%,26.3608,28.1182,+1.7574
P11362,L1,2854,56,EF5%,7.8407,6.4151,-1.4256
P11362,L1,2854,56,AUROC,0.6808,0.7978,+0.1170
P11511,L1,712,14,EF1%,6.3571,25.4286,+19.0714
P11511,L1,712,14,EF5%,2.8254,7.0635,+4.2381
P11511,L1,712,14,AUROC,0.7650,0.8213,+0.0563
P11802,L1,3620,71,EF1%,48.2299,50.9859,+2.7560
P11802,L1,3620,71,EF5%,19.4366,19.7183,+0.2817
P11802,L1,3620,71,AUROC,0.9963,0.9960,-0.0003
P12931,L1,4634,91,EF1%,34.6710,6.5008,-28.1702
P12931,L1,4634,91,EF5%,14.0477,3.7314,-10.3163
P12931,L1,4634,91,AUROC,0.9522,0.7049,-0.2473
P13569,L1,1019,20,EF1%,50.9500,50.9500,+0.0000
P13569,L1,1019,20,EF5%,18.9814,18.9814,+0.0000
P13569,L1,1019,20,AUROC,0.9914,0.9882,-0.0031
P14324,L1,509,10,EF1%,50.9000,42.4167,-8.4833
P14324,L1,509,10,EF5%,19.5769,19.5769,+0.0000
P14324,L1,509,10,AUROC,1.0000,0.9973,-0.0027
P14618,L1,612,12,EF1%,0.0000,7.2857,+7.2857
P14618,L1,612,12,EF5%,1.6452,1.6452,+0.0000
P14618,L1,612,12,AUROC,0.1047,0.2987,+0.1940
P14867,L1,2295,45,EF1%,39.9130,37.6957,-2.2174
P14867,L1,2295,45,EF5%,8.4261,7.5391,-0.8870
P14867,L1,2295,45,AUROC,0.8588,0.6950,-0.1639
P14902,L1,2548,50,EF1%,43.1200,49.0000,+5.8800
P14902,L1,2548,50,EF5%,17.5175,17.1194,-0.3981
P14902,L1,2548,50,AUROC,0.9705,0.9335,-0.0370
P14920,L1,714,14,EF1%,0.0000,0.0000,+0.0000
P14920,L1,714,14,EF5%,0.0000,0.0000,+0.0000
P14920,L1,714,14,AUROC,0.6406,0.2248,-0.4158
P15056,L1,2955,58,EF1%,40.7586,40.7586,+0.0000
P15056,L1,2955,58,EF5%,18.9335,15.8353,-3.0982
P15056,L1,2955,58,AUROC,0.9831,0.9634,-0.0197
P15121,L1,916,18,EF1%,45.8000,45.8000,+0.0000
P15121,L1,916,18,EF5%,15.4879,18.8068,+3.3188
P15121,L1,916,18,AUROC,0.9650,0.9910,+0.0260
P15538,L1,765,15,EF1%,25.5000,44.6250,+19.1250
P15538,L1,765,15,EF5%,17.0000,19.6154,+2.6154
P15538,L1,765,15,AUROC,0.9843,0.9986,+0.0143
P16083,L1,815,16,EF1%,5.6597,11.3194,+5.6597
P16083,L1,815,16,EF5%,4.9695,12.4238,+7.4543
P16083,L1,815,16,AUROC,0.7440,0.9448,+0.2008
P16110,L1,663,13,EF1%,51.0000,51.0000,+0.0000
P16110,L1,663,13,EF5%,19.5000,19.5000,+0.0000
P16110,L1,663,13,AUROC,1.0000,1.0000,+0.0000
P16234,L1,1987,39,EF1%,35.6641,45.8538,+10.1897
P16234,L1,1987,39,EF5%,18.3415,17.3226,-1.0190
P16234,L1,1987,39,AUROC,0.9862,0.9796,-0.0066
P17252,L1,1121,22,EF1%,50.9545,50.9545,+0.0000
P17252,L1,1121,22,EF5%,14.3030,17.8788,+3.5758
P17252,L1,1121,22,AUROC,0.9090,0.9570,+0.0480
P17706,L1,867,17,EF1%,45.3333,51.0000,+5.6667
P17706,L1,867,17,EF5%,17.3864,17.3864,+0.0000
P17706,L1,867,17,AUROC,0.9659,0.9611,-0.0048
P17931,L1,712,14,EF1%,50.8571,50.8571,+0.0000
P17931,L1,712,14,EF5%,19.7778,19.7778,+0.0000
P17931,L1,712,14,AUROC,1.0000,1.0000,+0.0000
P18031,L1,5902,116,EF1%,32.2236,38.1595,+5.9359
P18031,L1,5902,116,EF5%,17.5327,18.0484,+0.5157
P18031,L1,5902,116,AUROC,0.9518,0.9640,+0.0121
P18089,L1,815,16,EF1%,45.2778,39.6181,-5.6597
P18089,L1,815,16,EF5%,19.8780,17.3933,-2.4848
P18089,L1,815,16,AUROC,0.9969,0.9722,-0.0246
P18825,L1,1020,20,EF1%,37.0909,32.4545,-4.6364
P18825,L1,1020,20,EF5%,18.0000,17.0000,-1.0000
P18825,L1,1020,20,AUROC,0.9824,0.9427,-0.0397
P19099,L1,867,17,EF1%,51.0000,51.0000,+0.0000
P19099,L1,867,17,EF5%,19.7045,19.7045,+0.0000
P19099,L1,867,17,AUROC,0.9972,0.9996,+0.0024
P19634,L1,1171,23,EF1%,50.9130,50.9130,+0.0000
P19634,L1,1171,23,EF5%,19.8475,18.9845,-0.8629
P19634,L1,1171,23,AUROC,0.9984,0.9969,-0.0015
P19793,L1,813,16,EF1%,45.1667,16.9375,-28.2292
P19793,L1,813,16,EF5%,14.8720,12.3933,-2.4787
P19793,L1,813,16,AUROC,0.9008,0.9681,+0.0673
P21397,L1,1071,21,EF1%,41.7273,51.0000,+9.2727
P21397,L1,1071,21,EF5%,14.1667,15.1111,+0.9444
P21397,L1,1071,21,AUROC,0.9141,0.9119,-0.0022
P21554,L1,5096,100,EF1%,45.9639,50.9600,+4.9961
P21554,L1,5096,100,EF5%,14.3887,15.7876,+1.3989
P21554,L1,5096,100,AUROC,0.8414,0.8507,+0.0093
P21589,L1,1222,24,EF1%,50.9167,50.9167,+0.0000
P21589,L1,1222,24,EF5%,16.4247,16.4247,+0.0000
P21589,L1,1222,24,AUROC,0.9067,0.8893,-0.0174
P21728,L1,1223,24,EF1%,7.8397,50.9583,+43.1186
P21728,L1,1223,24,EF5%,8.2191,17.2601,+9.0410
P21728,L1,1223,24,AUROC,0.8380,0.9833,+0.1454
P21802,L1,917,18,EF1%,50.9444,50.9444,+0.0000
P21802,L1,917,18,EF5%,14.3973,14.3973,+0.0000
P21802,L1,917,18,AUROC,0.9790,0.9574,-0.0216
P21918,L1,610,12,EF1%,50.8333,43.5714,-7.2619
P21918,L1,610,12,EF5%,16.3978,16.3978,+0.0000
P21918,L1,610,12,AUROC,0.9897,0.9776,-0.0121
P21964,L1,1527,30,EF1%,50.9000,50.9000,+0.0000
P21964,L1,1527,30,EF5%,19.8312,19.8312,+0.0000
P21964,L1,1527,30,AUROC,1.0000,1.0000,+0.0000
P22303,L1,4536,89,EF1%,47.6424,49.8583,+2.2159
P22303,L1,4536,89,EF5%,13.4713,12.7977,-0.6736
P22303,L1,4536,89,AUROC,0.8539,0.8322,-0.0217
P22413,L1,9628,189,EF1%,8.4028,16.2804,+7.8776
P22413,L1,9628,189,EF5%,3.2763,5.2844,+2.0081
P22413,L1,9628,189,AUROC,0.6508,0.7973,+0.1465
P22455,L1,2803,55,EF1%,1.7574,47.4489,+45.6915
P22455,L1,2803,55,EF5%,1.4458,13.7349,+12.2891
P22455,L1,2803,55,AUROC,0.5866,0.9209,+0.3343
P22607,L1,1019,20,EF1%,41.6864,50.9500,+9.2636
P22607,L1,1019,20,EF5%,11.9882,12.9873,+0.9990
P22607,L1,1019,20,AUROC,0.8554,0.9440,+0.0887
P22748,L1,5699,112,EF1%,41.0642,41.0642,+0.0000
P22748,L1,5699,112,EF5%,16.0686,18.5682,+2.4996
P22748,L1,5699,112,AUROC,0.9730,0.9741,+0.0011
P23458,L1,10037,197,EF1%,46.4092,49.9403,+3.5311
P23458,L1,10037,197,EF5%,19.0806,19.2836,+0.2030
P23458,L1,10037,197,AUROC,0.9893,0.9868,-0.0025
P23467,L1,867,17,EF1%,45.3333,51.0000,+5.6667
P23467,L1,867,17,EF5%,19.7045,19.7045,+0.0000
P23467,L1,867,17,AUROC,0.9988,0.9999,+0.0011
P24941,L1,2804,55,EF1%,49.2238,33.4019,-15.8219
P24941,L1,2804,55,EF5%,16.2708,14.1014,-2.1694
P24941,L1,2804,55,AUROC,0.9183,0.9354,+0.0172
P25440,L1,660,13,EF1%,50.7692,50.7692,+0.0000
P25440,L1,660,13,EF5%,18.4615,18.4615,+0.0000
P25440,L1,660,13,AUROC,0.9822,0.9653,-0.0169
P25774,L1,663,13,EF1%,51.0000,51.0000,+0.0000
P25774,L1,663,13,EF5%,19.5000,19.5000,+0.0000
P25774,L1,663,13,AUROC,1.0000,0.9976,-0.0024
P25779,L1,559,11,EF1%,16.9394,16.9394,+0.0000
P25779,L1,559,11,EF5%,3.6299,3.6299,+0.0000
P25779,L1,559,11,AUROC,0.8200,0.8288,+0.0088
P27338,L1,7900,155,EF1%,23.8710,25.1613,+1.2903
P27338,L1,7900,155,EF5%,10.1935,6.7097,-3.4839
P27338,L1,7900,155,AUROC,0.8193,0.7427,-0.0765
P27487,L1,1681,33,EF1%,47.9430,29.9643,-17.9786
P27487,L1,1681,33,EF5%,11.9857,9.5886,-2.3971
P27487,L1,1681,33,AUROC,0.8057,0.8705,+0.0648
P28062,L1,714,14,EF1%,38.2500,38.2500,+0.0000
P28062,L1,714,14,EF5%,8.5000,8.5000,+0.0000
P28062,L1,714,14,AUROC,0.5844,0.7288,+0.1444
P28074,L1,1885,37,EF1%,48.2646,48.2646,+0.0000
P28074,L1,1885,37,EF5%,19.3058,18.7696,-0.5363
P28074,L1,1885,37,AUROC,0.9944,0.9794,-0.0150
P28221,L1,815,16,EF1%,45.2778,45.2778,+0.0000
P28221,L1,815,16,EF5%,18.6357,18.6357,+0.0000
P28221,L1,815,16,AUROC,0.9864,0.9531,-0.0332
P28222,L1,765,15,EF1%,44.6250,51.0000,+6.3750
P28222,L1,765,15,EF5%,18.3077,18.3077,+0.0000
P28222,L1,765,15,AUROC,0.9693,0.9824,+0.0131
P28335,L1,4078,80,EF1%,12.4329,36.0555,+23.6226
P28335,L1,4078,80,EF5%,11.7442,15.9922,+4.2479
P28335,L1,4078,80,AUROC,0.8718,0.9727,+0.1010
P28482,L1,763,15,EF1%,12.7167,25.4333,+12.7167
P28482,L1,763,15,EF5%,7.8256,6.5214,-1.3043
P28482,L1,763,15,AUROC,0.8571,0.6308,-0.2263
P28566,L1,510,10,EF1%,51.0000,51.0000,+0.0000
P28566,L1,510,10,EF5%,19.6154,19.6154,+0.0000
P28566,L1,510,10,AUROC,1.0000,1.0000,+0.0000
P29274,L1,714,14,EF1%,51.0000,44.6250,-6.3750
P29274,L1,714,14,EF5%,18.4167,15.5833,-2.8333
P29274,L1,714,14,AUROC,0.9611,0.9033,-0.0579
P29466,L1,867,17,EF1%,45.3333,34.0000,-11.3333
P29466,L1,867,17,EF5%,12.7500,12.7500,+0.0000
P29466,L1,867,17,AUROC,0.8069,0.8459,+0.0391
P29597,L1,9519,187,EF1%,11.1352,49.3130,+38.1778
P29597,L1,9519,187,EF5%,5.0262,18.9285,+13.9023
P29597,L1,9519,187,AUROC,0.7991,0.9849,+0.1858
P30291,L1,1529,30,EF1%,41.4104,22.2979,-19.1125
P30291,L1,1529,30,EF5%,18.5333,12.5762,-5.9571
P30291,L1,1529,30,AUROC,0.9907,0.9587,-0.0320
P30530,L1,2548,50,EF1%,17.6400,47.0400,+29.4000
P30530,L1,2548,50,EF5%,13.9344,12.7400,-1.1944
P30530,L1,2548,50,AUROC,0.9568,0.9058,-0.0511
P30542,L1,1017,19,EF1%,53.5263,53.5263,+0.0000
P30542,L1,1017,19,EF5%,19.9412,18.8916,-1.0495
P30542,L1,1017,19,AUROC,0.9997,0.9981,-0.0016
P31153,L1,3213,63,EF1%,0.0000,51.0000,+51.0000
P31153,L1,3213,63,EF5%,0.0000,16.7888,+16.7888
P31153,L1,3213,63,AUROC,0.7520,0.9283,+0.1763
P31639,L1,561,11,EF1%,51.0000,51.0000,+0.0000
P31639,L1,561,11,EF5%,19.3448,19.3448,+0.0000
P31639,L1,561,11,AUROC,1.0000,1.0000,+0.0000
P31645,L1,561,11,EF1%,42.5000,42.5000,+0.0000
P31645,L1,561,11,EF5%,17.5862,19.3448,+1.7586
P31645,L1,561,11,AUROC,0.9869,0.9967,+0.0098
P31749,L1,6317,124,EF1%,3.9800,50.9435,+46.9636
P31749,L1,6317,124,EF5%,3.0631,16.7662,+13.7032
P31749,L1,6317,124,AUROC,0.8373,0.9583,+0.1210
P31751,L1,1783,35,EF1%,16.9810,50.9429,+33.9619
P31751,L1,1783,35,EF5%,3.9622,16.4149,+12.4527
P31751,L1,1783,35,AUROC,0.8246,0.9257,+0.1011
P33981,L1,1477,29,EF1%,50.9310,50.9310,+0.0000
P33981,L1,1477,29,EF5%,18.5829,19.2712,+0.6883
P33981,L1,1477,29,AUROC,0.9615,0.9964,+0.0349
P34913,L1,6317,124,EF1%,50.9435,50.9435,+0.0000
P34913,L1,6317,124,EF5%,19.8293,19.3457,-0.4836
P34913,L1,6317,124,AUROC,0.9970,0.9963,-0.0008
P34914,L1,5044,99,EF1%,50.9495,50.9495,+0.0000
P34914,L1,5044,99,EF5%,15.9091,18.5271,+2.6180
P34914,L1,5044,99,AUROC,0.9812,0.9891,+0.0079
P34972,L1,3414,67,EF1%,50.9552,50.9552,+0.0000
P34972,L1,3414,67,EF5%,18.7730,19.3689,+0.5960
P34972,L1,3414,67,AUROC,0.9950,0.9860,-0.0090
P35354,L1,2243,44,EF1%,44.3281,42.1117,-2.2164
P35354,L1,2243,44,EF5%,14.8872,10.3759,-4.5113
P35354,L1,2243,44,AUROC,0.9102,0.7650,-0.1452
