uniprot,best_identity_conplex_bindingdb,in_dude_57
P51956,0.9730,0
P51957,0.9320,0
P51993,0.0000,0
P52292,0.0000,0
P52294,0.0000,0
P52332,0.9330,0
P52333,0.9810,0
P52429,0.0000,0
P52564,0.9720,0
P52597,0.0000,0
P52701,0.0000,0
P52732,0.9200,0
P52789,0.0000,0
P52895,0.5480,0
P52907,0.0000,0
P53041,0.9740,0
P53341,0.0000,0
P53350,0.9610,1
P53355,0.9710,0
P53396,0.0000,0
P53618,0.0000,0
P53634,1.0000,0
P53667,1.0000,0
P53671,0.9890,0
P53778,0.9670,0
P53779,0.9660,1
P53790,0.0000,0
P53792,0.0000,0
P53985,0.0000,0
P53987,0.0000,0
P53999,0.0000,0
P54098,0.0000,0
P54132,0.0000,0
P54136,0.0000,0
P54198,0.0000,0
P54278,0.0000,0
P54289,0.0000,0
P54619,0.0000,0
P54646,0.9640,0
P54687,0.0000,0
P54750,0.0000,0
P54751,0.0000,0
P54753,0.9680,0
P54754,0.9340,0
P54756,0.9830,0
P54757,0.9470,0
P54760,0.9750,0
P54762,0.9730,0
P54763,0.9740,0
P54764,0.9800,0
P54829,0.0000,0
P55036,0.0000,0
P55055,0.3200,0
P55060,0.0000,0
P55087,0.0000,0
P55157,0.0000,0
P55160,0.0000,0
P55199,0.0000,0
P55212,0.0000,0
P55263,0.9590,0
P55769,0.0000,0
P55786,0.0000,0
P56159,0.0000,0
P56192,0.0000,0
P56373,0.4280,0
P56450,0.9300,0
P56524,0.0000,0
P56528,0.0000,0
P56545,0.8260,0
P56817,0.9880,1
P57058,0.9620,0
P57059,0.9510,0
P57078,0.9630,0
P57088,0.0000,0
P57789,0.0000,0
P58154,0.9700,0
P58252,0.0000,0
P60174,0.0000,0
P60228,0.0000,0
P60520,0.0000,0
P60709,0.0000,0
P60842,0.0000,0
P60896,0.0000,0
P60900,0.0000,0
P60981,0.0000,0
P61073,0.4120,1
P61075,0.9750,0
P61081,0.0000,0
P61088,0.0000,0
P61247,0.0000,0
P61431,0.0000,0
P61619,0.0000,0
P61793,0.2760,0
P61964,0.9860,0
P61978,0.0000,0
P61981,0.8220,0
P62081,0.0000,0
P62136,0.4580,0
P62140,0.4540,0
P62191,0.0000,0
P62195,0.0000,0
P62244,0.0000,0
P62249,0.0000,0
P62273,0.0000,0
P62277,0.0000,0
P62333,0.0000,0
P62343,0.9590,0
P62701,0.0000,0
P62753,0.0000,0
P62805,0.0000,0
P62812,0.9590,0
P62813,0.9590,0
P62826,0.2890,0
P62837,0.0000,0
P62937,1.0000,0
P62942,1.0000,0
P62979,0.0000,0
P62995,0.0000,0
P63000,0.3170,0
P63079,0.4370,0
P63080,0.4370,0
P63167,0.0000,0
P63252,0.0000,0
P67578,0.0000,0
P67774,0.4480,0
P67812,0.0000,0
P67870,0.0000,0
P68032,0.0000,0
P68363,0.9770,0
P68366,0.9490,0
P68371,0.9570,0
P68400,0.9760,0
P68825,0.0000,0
P68826,0.0000,0
P68871,0.0000,0
P69996,0.0000,0
P70424,0.8880,0
P71716,0.0000,0
P77488,0.1850,0
P78346,0.0000,0
P78347,0.0000,0
P78352,0.2420,0
P78356,0.9620,0
P78362,0.9440,0
P78368,0.9760,0
P78371,0.0000,0
P78396,0.5530,0
P78508,0.0000,0
P78527,0.9590,0
P78536,0.0000,1
P78540,0.6520,0
P79208,0.8850,0
P79350,0.9150,0
P80192,0.9550,0
P80236,0.3170,0
P80299,0.0000,0
P80370,1.0000,0
P80457,0.0000,0
P81605,0.0000,0
P81908,0.9150,0
P84022,0.0000,0
P84090,0.0000,0
P84103,0.0000,0
P84243,0.0000,0
P95160,0.0000,0
P97266,1.0000,0
P97321,0.5730,0
P97328,0.0000,0
P97391,0.3930,0
P97612,0.0000,0
P97639,0.9090,0
P97821,0.8170,0
P98170,1.0000,0
P9WFK7,0.0000,0
P9WG45,0.4080,0
P9WGR1,0.9490,0
P9WGZ1,0.0000,0
P9WHQ9,0.0000,0
P9WIA1,0.0000,0
P9WIL5,0.9250,0
P9WJF1,0.0000,0
P9WKD7,0.0000,0
P9WKI7,0.0000,0
P9WMC1,0.9420,0
P9WMW5,0.0000,0
P9WNS1,0.9320,0
P9WNX1,0.3120,0
P9WP55,0.5330,0
Q00024,0.0000,0
Q00342,0.8620,0
Q00526,0.9790,0
Q00532,0.9970,0
Q00534,0.7140,0
Q00535,0.9940,0
Q00536,0.9550,0
Q00537,0.9680,0
Q00839,0.0000,0
Q00959,0.2710,0
Q00960,0.2760,0
Q00961,0.2660,0
Q00972,0.3270,0
Q00975,0.3920,0
Q00987,0.9400,0
Q01064,0.0000,0
Q01081,0.0000,0
Q01082,0.0000,0
Q01105,0.0000,0
Q01130,0.0000,0
Q01196,0.0000,0
Q01279,0.9190,0
Q01469,0.5970,0
Q01538,0.0000,0
Q01650,0.0000,0
Q01726,0.5200,0
Q01727,0.4840,0
Q01782,0.9580,0
Q01827,0.9330,0
Q01844,0.0000,0
Q01959,0.9720,0
Q01973,0.3130,0
Q02127,0.8550,0
Q02156,0.9910,0
Q02224,0.0000,0
Q02242,0.0000,0
Q02413,0.0000,0
Q02734,0.0000,0
Q02750,0.9620,1
Q02763,0.9910,0
Q02769,0.0000,0
Q02779,0.9530,0
Q02790,0.6010,0
Q02880,0.0000,0
Q02974,0.0000,0
Q02L47,0.0000,0
Q03111,0.0000,0
Q03137,0.9660,0
Q03145,0.9170,0
Q03164,0.0000,0
Q03181,0.7030,1
Q03526,0.9290,0
Q04609,0.9860,0
Q04637,0.0000,0
Q04756,0.4080,0
Q04759,1.0000,0
Q04771,0.9940,0
Q04828,0.5520,0
Q04844,0.3160,0
Q04912,0.9860,0
Q05209,0.0000,0
Q05397,0.9630,1
Q05513,0.7550,0
Q05586,0.9620,0
Q05655,0.9930,0
Q05682,0.0000,0
Q05940,0.8530,0
Q05941,0.9580,0
Q05BQ5,0.0000,0
Q06124,0.0000,0
Q06187,0.9800,0
Q06265,0.0000,0
Q06323,0.0000,0
Q06330,0.0000,0
Q06418,0.9670,0
Q06518,0.2940,0
Q06609,0.9470,0
Q06830,0.0000,0
Q07002,0.9650,0
Q07343,0.7620,0
Q07422,0.0000,0
Q07523,0.0000,0
Q07666,0.0000,0
Q07817,0.9670,0
Q07820,0.9300,0
Q07869,0.9670,1
Q07889,0.0000,0
Q07890,0.0000,0
Q07912,0.9800,0
Q07955,0.0000,0
Q08188,0.0000,0
Q08210,0.3780,0
Q08211,0.0000,0
Q08345,0.9880,0
Q08493,0.7230,0
Q08499,0.9320,0
Q08554,0.0000,0
Q08752,0.0000,0
Q08828,0.8590,0
Q08881,0.9990,0
Q08945,0.0000,0
Q08J23,0.0000,0
Q09013,0.9470,0
Q09161,0.0000,0
Q09470,0.7180,0
Q09472,0.9380,0
Q09734,0.4990,0
Q0VD19,0.0000,0
Q0VDG4,0.0000,0
Q10469,0.0000,0
Q10570,0.0000,0
Q10588,0.0000,0
Q11201,0.0000,0
Q11203,0.0000,0
Q12789,0.0000,0
Q12791,0.0000,0
Q12797,0.0000,0
Q12809,0.9560,0
Q12824,0.0000,0
Q12830,0.0000,0
Q12834,0.2430,0
Q12851,0.9780,0
Q12852,0.9490,0
Q12866,0.9740,0
Q12874,0.0000,0
Q12879,0.0000,0
Q12884,0.5740,0
Q12888,0.0000,0
Q12908,0.0000,0
Q12923,0.0000,0
Q12931,0.9350,0
Q12968,0.0000,0
Q12974,0.0000,0
Q13002,0.9620,0
Q13003,0.8170,0
Q13043,0.9430,0
Q13057,0.0000,0
Q13085,0.0000,0
Q13094,0.0000,0
Q13112,0.0000,0
Q13123,0.0000,0
Q13131,0.9710,0
Q13133,0.3370,0
Q13144,0.0000,0
Q13153,0.9420,0
Q13155,0.0000,0
Q13162,0.0000,0
Q13163,0.9660,0
Q13164,0.9230,0
Q13177,0.9520,0
Q13185,0.7000,0
Q13188,0.9390,0
Q13191,0.0000,0
Q13200,0.0000,0
Q13224,0.2750,0
Q13231,0.0000,0
Q13233,0.9310,0
Q13237,0.9660,0
Q13247,0.0000,0
Q13255,0.6080,0
Q13263,0.2380,0
Q13304,0.3400,0
Q13309,0.0000,0
Q13310,0.0000,0
Q13315,0.0000,0
Q13322,0.5570,0
Q13330,0.0000,0
Q13370,0.0000,0
Q13393,0.0000,0
Q13418,1.0000,0
Q13427,0.0000,0
Q13428,0.0000,0
Q13435,0.0000,0
Q13451,0.9580,0
Q13464,0.9180,1
Q13470,0.9760,0
Q13485,0.0000,0
Q13489,0.9790,0
Q13490,0.7480,0
Q13507,0.0000,0
Q13509,0.9240,0
Q13523,0.8660,0
Q13526,0.9520,0
Q13535,0.0000,0
Q13541,0.0000,0
Q13546,0.9720,0
Q13547,0.9710,0
Q13554,0.9630,0
Q13555,0.9650,0
Q13557,0.9830,0
Q13563,0.0000,0
Q13564,0.0000,0
Q13569,0.0000,0
Q13573,0.0000,0
Q13574,0.0000,0
Q13613,0.0000,0
Q13627,0.9390,0
Q13639,0.9660,0
Q13686,0.0000,0
Q13705,1.0000,0
Q13724,0.0000,0
Q13813,0.0000,0
Q13822,0.0000,0
Q13873,0.9560,0
Q13882,1.0000,0
Q13885,0.9600,0
Q13936,0.9420,0
Q13946,0.0000,0
Q13951,0.0000,0
Q13976,0.9640,0
Q14004,0.9030,0
Q14012,0.9840,0
Q14123,0.0000,0
Q14145,0.9980,0
Q14152,0.0000,0
Q14157,0.0000,0
Q14164,0.9520,0
Q14191,0.0000,0
Q14204,0.0000,0
Q14240,0.0000,0
Q14258,0.0000,0
Q14289,0.9650,0
Q14296,0.0000,0
Q14318,0.2250,0
Q14331,0.0000,0
Q14416,0.4480,0
Q14432,0.0000,0
Q14498,0.0000,0
Q14524,0.2060,0
Q14541,0.4570,0
Q14676,0.0000,0
Q14680,0.9840,0
Q14683,0.0000,0
Q14694,0.0000,0
Q14721,0.0000,0
Q14765,0.5090,0
Q14781,0.0000,0
Q14790,0.0000,0
Q14832,0.4690,0
Q14833,0.4550,0
Q14839,0.0000,0
Q14896,0.1450,0
Q14940,0.0000,0
Q14957,0.2670,0
Q14973,0.0000,0
Q14974,0.0000,0
Q14978,0.0000,0
Q14980,0.0000,0
Q14994,0.3580,0
Q149N8,0.0000,0
Q15008,0.0000,0
Q15040,0.0000,0
Q15047,0.0000,0
Q15052,0.0000,0
Q15059,0.8730,0
Q15077,0.3020,0
Q15078,0.0000,0
Q15084,0.0000,0
Q15116,0.0000,0
Q15118,0.9720,0
Q15119,0.9800,0
Q15120,0.7260,0
Q15125,0.0000,0
Q15131,0.4850,0
Q15139,0.9720,0
Q15208,0.9660,0
Q15291,0.2140,0
Q15303,1.0000,0
Q15306,0.0000,0
Q15349,0.9710,0
Q15365,0.0000,0
Q15366,0.0000,0
Q15369,0.0000,0
Q15370,0.0000,0
Q15375,0.6830,0
Q15391,0.4880,0
Q15418,0.9760,0
Q15427,0.0000,0
Q15542,0.0000,0
Q15561,0.0000,0
Q15562,0.0000,0
Q15569,0.9810,0
Q15633,0.0000,0
Q15637,0.0000,0
Q15648,0.0000,0
Q15726,0.0000,0
Q15738,0.0000,0
Q15743,0.3560,0
Q15746,0.9510,0
Q15750,0.0000,0
Q15758,0.0000,0
Q15759,0.9610,0
Q15782,0.0000,0
Q15785,0.0000,0
Q15796,0.0000,0
Q15822,0.4140,0
Q15831,0.9740,0
Q15835,0.9710,0
Q15843,0.0000,0
Q15858,0.2100,0
Q15878,0.3870,0
Q15910,0.0000,0
Q16186,0.0000,0
Q16204,0.0000,0
Q16236,0.0000,0
Q16288,0.9970,0
Q16512,0.9390,0
Q16513,0.9490,0
Q16531,0.0000,0
Q16539,0.9740,1
Q16548,0.2760,0
Q16552,0.0000,0
Q16566,0.9360,0
Q16576,0.2510,0
Q16584,0.9620,0
Q16594,0.0000,0
Q16602,0.9820,0
Q16613,0.0000,0
Q16620,0.9900,0
Q16629,0.0000,0
Q16644,0.7890,0
Q16651,0.4080,0
Q16654,0.7260,0
Q16659,0.9670,0
Q16665,0.4080,0
Q16678,0.3120,0
Q16739,0.0000,0
Q16740,0.0000,0
Q16769,0.0000,0
Q16790,0.9480,0
Q16816,0.9790,0
Q16827,0.0000,0
Q16831,0.9570,0
Q16832,0.9790,0
Q16853,0.0000,0
Q16873,0.0000,0
Q16881,0.0000,0
Q182Y8,0.0000,0
Q1EHB3,0.0000,0
Q29495,0.0000,0
Q29550,0.3420,0
Q29RF7,0.0000,0
Q2FYS5,0.3890,0
Q2G036,0.0000,0
Q2G1M9,0.0000,0
Q2KHZ8,0.0000,0
Q2KIP6,0.9050,0
Q2KJ64,0.8930,0
Q2M2H8,0.0000,0
Q2M2I8,0.9100,0
Q2NL67,0.0000,0
Q32MK0,0.9510,0
Q32ZE1,0.0000,0
Q3KNW5,0.0000,0
Q3L8U1,0.0000,0
Q3MHW7,0.0000,0
Q3SYC2,0.0000,0
Q3SZA5,0.0000,0
Q3T9X0,0.4430,0
Q3TBT3,0.0000,0
Q3UP87,0.7200,0
Q3ZCM7,0.9190,0
Q42561,0.0000,0
Q460N3,0.0000,0
Q460N5,0.0000,0
Q4FZB7,0.0000,0
Q4QKG6,0.0000,0
Q4U2R8,0.1660,0
Q52WX2,0.9570,0
Q53G59,0.3850,0
Q53GL7,0.0000,0
Q53GQ0,0.0000,0
Q53H12,0.0000,0
Q53T94,0.0000,0
Q56AP7,0.0000,0
Q56UN5,0.9490,0
Q58A45,0.0000,0
Q58DH7,0.9600,0
Q58F21,0.4550,0
Q59H18,0.9720,0
Q5BJF2,0.0000,0
Q5D862,0.0000,0
Q5H9R7,0.0000,0
Q5JRX3,0.0000,0
Q5JUK3,0.0000,0
Q5JVF3,0.0000,0
Q5M868,0.0000,0
Q5MAI5,0.6840,0
Q5S007,0.9590,0
Q5SXM2,0.0000,0
Q5T6S3,0.0000,0
Q5T7W0,0.0000,0
Q5TCX8,0.6100,0
Q5TCY1,0.0000,0
Q5U3Y7,0.0000,0
Q5UIP0,0.0000,0
Q5VT25,0.9430,0
Q5VT52,0.0000,0
Q5VTY9,0.0000,0
Q5VWK5,0.0000,0
Q5W0Z9,0.0000,0
Q5XG87,0.0000,0
Q60492,0.9910,0
Q60751,0.9540,0
Q60795,0.0000,0
Q61143,0.0000,0
Q61263,0.0000,0
Q61362,0.0000,0
Q61772,0.6810,0
Q62120,0.9460,0
Q62137,0.8390,0
Q62190,0.7460,0
Q62413,0.9730,0
Q62463,0.9040,0
Q62645,0.2640,0
Q62689,0.9500,0
Q62968,0.2060,0
Q63207,0.2610,0
Q63273,0.4850,0
Q63470,0.9350,0
Q63531,0.9580,0
Q63704,0.0000,0
Q63J95,0.5800,0
Q64610,0.0000,0
Q64663,1.0000,0
Q66K64,0.0000,0
Q68DK7,0.0000,0
Q68SA9,0.0000,0
Q695T7,0.3750,0
Q69YH5,0.0000,0
Q69YQ0,0.0000,0
Q6B0I6,0.0000,0
Q6DT37,0.9410,0
Q6GI75,0.2750,0
Q6GMV2,0.0000,0
Q6GPI1,0.4350,0
Q6IQ55,0.0000,0
Q6L8Q7,0.0000,0
Q6N021,0.0000,0
Q6NS38,0.0000,0
Q6NUJ5,0.0000,0
Q6NYC1,0.0000,0
Q6P179,0.0000,0
Q6P1J9,0.0000,0
Q6P2M8,0.7440,0
Q6P2P2,0.0000,0
Q6P2Q9,0.0000,0
Q6P3R8,0.9710,0
Q6P4R8,0.0000,0
Q6P5Z2,0.5050,0
Q6P6C2,0.0000,0
Q6P7A9,0.0000,0
Q6P988,0.0000,0
Q6PAJ1,0.0000,0
Q6PDS3,0.0000,0
Q6PEY2,0.9500,0
Q6PHR2,0.9410,0
Q6PI98,0.0000,0
Q6PJT7,0.0000,0
Q6PL18,0.9150,0
Q6PLK3,0.1610,0
Q6Q2J0,0.1690,0
Q6QHF9,0.2190,0
Q6QIY3,0.2090,0
Q6R6I6,0.1520,0
Q6R6I7,0.1530,0
Q6RI86,0.0000,0
Q6RT24,0.0000,0
Q6SZW1,0.0000,0
Q6TQR6,0.0000,0
Q6UN15,0.0000,0
Q6UVM3,0.0000,0
Q6UWR7,0.0000,0
Q6UX04,0.0000,0
Q6UXN9,0.2910,0
Q6V1X1,0.2300,0
Q6VAB6,0.0000,0
Q6XUX3,0.9710,0
Q6ZN16,0.9570,0
Q6ZQW0,0.0000,0
Q6ZWH5,0.0000,0
Q70CQ3,0.0000,0
Q70YI1,0.0000,0
Q71U36,0.9810,0
Q72547,0.0000,0
Q72874,0.9960,0
Q75QN2,0.0000,0
Q75ZY9,0.9100,0
Q76I76,0.0000,0
Q76MJ5,0.4910,0
Q78DX7,0.8070,0
Q7KZF4,0.0000,0
Q7KZI7,0.9380,0
Q7L1Q6,0.0000,0
Q7L2H7,0.0000,0
Q7L576,0.0000,0
Q7L7X3,0.9160,0
Q7LBC6,0.0000,0
Q7RTV0,0.0000,0
Q7Z2W7,0.2470,0
Q7Z3E1,0.0000,0
Q7Z5K2,0.0000,0
Q7Z5P4,0.0000,0
Q7Z739,0.0000,0
Q7Z7L1,0.0000,0
Q80W94,0.0000,0
Q838D6,0.0000,0
Q86SG6,0.3580,0
Q86SK9,0.0000,0
Q86TI2,0.2110,0
Q86U44,0.0000,0
Q86U86,0.9510,0
Q86UE8,0.9360,0
Q86UX6,0.9570,0
Q86V48,0.0000,0
Q86V81,0.0000,0
Q86V86,0.9780,0
Q86VL8,0.0000,0
Q86VM9,0.0000,0
Q86W50,0.0000,0
Q86W56,0.0000,0
Q86WB0,0.0000,0
Q86WJ1,0.0000,0
Q86WV6,0.0000,0
Q86X55,0.0000,0
Q86XA9,0.0000,0
Q86Y07,0.9720,0
Q86Y91,0.0000,0
Q86Y97,0.0000,0
Q86YP4,0.0000,0
Q86YT5,0.0000,0
Q86YV6,0.9550,0
Q86YZ3,0.0000,0
Q86Z02,0.9320,0
Q8BHB0,0.0000,0
Q8BLA8,0.0000,0
Q8BZ09,0.0000,0
Q8C3P7,0.0000,0
Q8C6L5,0.0000,0
Q8CIM5,0.2390,0
Q8II79,0.0000,0
Q8IKG4,0.3190,0
Q8ILW6,0.0000,0
Q8IU80,0.0000,0
Q8IU85,0.9520,0
Q8IUE6,0.0000,0
Q8IUF8,0.0000,0
Q8IVG9,0.0000,0
Q8IVH8,0.9870,0
Q8IVP5,0.0000,0
Q8IVT5,0.2400,0
Q8IVW4,0.9550,0
Q8IW41,0.9650,0
Q8IWC1,0.0000,0
Q8IWQ3,0.9560,0
Q8IWV7,0.0000,0
Q8IWV8,0.0000,0
Q8IWX8,0.0000,0
Q8IXB1,0.0000,0
Q8IXJ6,0.2460,0
Q8IXL7,0.0000,0
Q8IXN7,0.0000,0
Q8IXQ6,0.0000,0
Q8IY84,0.9640,0
Q8IYB7,0.0000,0
Q8IYD1,0.4070,0
Q8IYS1,0.0000,0
Q8IYT8,0.9530,0
Q8JUX6,0.0000,0
Q8K424,0.4450,0
Q8N163,0.0000,0
Q8N1C3,0.4930,0
Q8N1F7,0.0000,0
Q8N1Q1,0.9920,0
Q8N2W9,0.0000,0
Q8N371,0.0000,0
Q8N3A8,0.0000,0
Q8N4C8,0.9330,0
Q8N568,0.9450,0
Q8N5S9,0.9550,0
Q8N684,0.0000,0
Q8N6T7,0.2170,0
Q8N752,0.9720,0
Q8N7H5,0.0000,0
Q8N806,0.0000,0
Q8N884,0.0000,0
Q8N8U2,0.0000,0
Q8NA19,0.6010,0
Q8NB16,0.2610,0
Q8NB46,0.2320,0
Q8NB78,0.2890,0
Q8NBP7,0.0000,0
Q8NBQ5,0.0000,0
Q8ND56,0.0000,0
Q8ND76,0.0000,0
Q8NDF8,0.0000,0
Q8NE63,0.9840,0
Q8NE71,0.0000,0
Q8NEB9,0.9630,0
Q8NER1,0.9590,0
Q8NER5,0.6970,0
Q8NET8,0.4460,0
Q8NEV1,0.9640,0
Q8NEV4,0.9520,0
Q8NEZ4,0.0000,0
Q8NFA0,0.0000,0
Q8NFC6,0.0000,0
Q8NFD2,0.9740,0
Q8NFR3,0.0000,0
Q8NFR9,0.0000,0
Q8NFT8,0.0000,0
Q8NFU5,0.0000,0
Q8NFU7,0.0000,0
Q8NG66,0.9370,0
Q8NHG7,0.0000,0
Q8NHM5,0.4800,0
Q8NI60,0.9540,0
Q8NI77,0.0000,0
Q8R1P5,0.0000,0
Q8R2N1,0.0000,0
Q8R431,0.0000,0
Q8R455,0.2440,0
Q8R4B8,0.0000,0
Q8TAA3,0.0000,0
Q8TAF3,0.0000,0
Q8TAX0,0.0000,0
Q8TBX8,0.9590,0
Q8TCC7,0.0000,0
Q8TCG2,0.0000,0
Q8TCU5,0.2580,0
Q8TD08,0.9650,0
Q8TD19,0.9680,0
Q8TDC3,0.9530,0
Q8TDH9,0.0000,0
Q8TDQ0,0.0000,0
Q8TDR2,0.9460,0
Q8TDU6,0.1990,0
Q8TDU9,0.3090,0
Q8TDV5,0.2470,0
Q8TDX7,0.9930,0
Q8TEK3,0.9200,0
Q8TEM1,0.0000,0
Q8TEQ6,0.0000,0
Q8TEX9,0.0000,0
Q8TF42,0.0000,0
Q8TF76,0.0000,0
Q8VCR2,0.0000,0
Q8VHN2,0.2540,0
Q8WTQ7,0.9600,0
Q8WTS6,0.0000,0
Q8WU08,0.9810,0
Q8WUA2,0.0000,0
Q8WUI4,0.0000,0
Q8WUM4,0.0000,0
Q8WVC0,0.0000,0
Q8WVV9,0.0000,0
Q8WWR8,0.0000,0
Q8WWY3,0.0000,0
Q8WXE1,0.0000,0
Q8WXF1,0.0000,0
Q8WXI9,0.0000,0
Q8WXR4,0.9660,0
Q8WYB5,0.0000,0
Q91WP0,0.0000,0
Q922X9,0.0000,0
Q923I7,0.0000,0
Q923Y8,0.3810,0
Q923Y9,0.3850,0
Q92482,0.0000,0
Q92519,0.3420,0
Q92523,0.0000,0
Q92541,0.0000,0
Q92551,0.0000,0
Q92556,0.0000,0
Q92569,0.0000,0
Q92570,0.3270,0
Q92616,0.0000,0
Q92621,0.0000,0
Q92630,0.9620,0
Q92633,0.2740,0
Q92688,0.0000,0
Q92731,0.9690,1
Q92743,0.0000,0
Q92753,0.5150,0
Q92769,0.8590,0
Q92772,0.9700,0
Q92793,0.9310,0
Q92794,0.0000,0
Q92797,0.0000,0
Q92800,0.0000,0
Q92830,0.9500,0
Q92831,0.9510,0
Q92835,0.0000,0
Q92841,0.0000,0
Q92843,0.9690,0
Q92847,0.5060,0
Q92878,0.0000,0
Q92887,0.3390,0
Q92905,0.0000,0
Q92918,0.9670,0
Q92922,0.0000,0
Q92925,0.0000,0
Q92932,0.0000,0
Q92947,0.0000,0
Q92973,0.0000,0
Q92974,0.0000,0
Q92993,0.0000,0
Q92995,0.0000,0
Q93008,0.0000,0
Q93009,0.0000,0
Q93074,0.0000,0
Q93096,0.0000,0
Q93UJ2,0.0000,0
Q95PM0,0.3700,0
Q969S8,0.5790,0
Q969T9,0.0000,0
Q96A08,0.0000,0
Q96AD5,0.0000,0
Q96AE4,0.0000,0
Q96AG4,0.0000,0
Q96BR1,0.9790,0
Q96C19,0.0000,0
Q96CP6,0.0000,0
Q96CW5,0.0000,0
Q96D31,0.0000,0
Q96D53,0.9680,0
Q96DB2,0.2330,0
Q96EB6,0.0000,0
Q96EZ8,0.0000,0
Q96FL8,0.0000,0
Q96FZ2,0.0000,0
Q96GD4,0.9750,0
Q96GG9,0.0000,0
Q96GM5,0.0000,0
Q96GM8,0.0000,0
Q96GX5,0.0000,0
Q96HE7,0.0000,0
Q96HR8,0.0000,0
Q96I25,0.0000,0
Q96JM3,0.0000,0
Q96JM7,0.9910,0
Q96K76,0.0000,0
Q96KB5,0.2340,0
Q96KP4,0.0000,0
Q96KQ7,0.0000,0
Q96KS0,0.7260,0
Q96L34,0.9520,0
Q96L73,0.0000,0
Q96LA8,0.0000,0
Q96LB1,0.1950,0
Q96MU7,0.0000,0
Q96NX5,0.9730,0
Q96P11,0.0000,0
Q96P20,0.0000,0
Q96P63,0.3470,0
Q96PC2,0.0000,0
Q96PD7,0.0000,0
Q96PF2,0.6940,0
Q96PH1,0.0000,0
Q96PN8,0.5200,0
Q96PV6,0.0000,0
Q96PY6,0.9270,0
Q96Q15,0.0000,0
Q96Q40,0.9920,0
Q96Q83,0.0000,0
Q96QC0,0.0000,0
Q96QE3,0.0000,0
Q96QK1,0.0000,0
Q96QP1,0.0000,0
Q96RE7,0.0000,0
Q96RG2,0.0000,0
Q96RI0,0.3100,0
Q96RI1,0.3180,0
Q96RJ0,0.3710,0
Q96RR4,0.9620,0
Q96RU2,0.0000,0
Q96S37,0.0000,0
Q96S44,0.0000,0
Q96S94,0.0000,0
Q96SB4,0.9390,0
Q96ST2,0.0000,0
Q96ST3,0.0000,0
Q96SW2,0.0000,0
Q96T53,0.0000,0
Q96T58,0.0000,0
Q96T88,0.0000,0
Q99250,0.2040,0
Q99436,0.0000,0
Q99460,0.0000,0
Q99497,0.0000,0
Q99519,0.0000,0
Q99523,0.0000,0
Q99549,0.0000,0
Q99558,0.0000,0
Q99571,0.4960,0
Q99572,1.0000,0
Q99594,0.0000,0
Q99613,0.0000,0
Q99615,0.0000,0
Q99640,0.9810,0
Q99677,0.3360,0
Q99683,0.9550,0
Q99684,0.0000,0
Q99685,0.0000,0
Q99705,0.9380,0
Q99714,0.0000,0
Q99720,0.9920,0
Q99755,0.9470,0
Q99759,0.9570,0
Q99788,0.3750,0
Q99808,0.0000,0
Q99814,0.9730,0
Q99832,0.0000,0
Q99835,0.0000,0
Q99836,0.0000,0
Q99873,0.0000,0
Q99986,0.5990,0
Q99IB8,0.0000,0
Q99KQ4,0.9550,0
Q99SZ7,0.0000,0
Q9BPX1,0.2100,0
Q9BPZ2,0.0000,0
Q9BPZ7,0.0000,0
Q9BQ50,0.0000,0
Q9BQ67,0.0000,0
Q9BQA1,0.0000,0
Q9BQE3,0.9640,0
Q9BQI3,0.9420,0
Q9BQR3,0.3770,0
Q9BQY4,0.0000,0
Q9BRJ7,0.0000,0
Q9BRP1,0.0000,0
Q9BRS2,0.9220,0
Q9BRX2,0.0000,0
Q9BSJ2,0.0000,0
Q9BT78,0.0000,0
Q9BTE3,0.0000,0
Q9BTU6,0.0000,0
Q9BUB5,0.9570,0
Q9BUF5,0.9040,0
Q9BUJ2,0.0000,0
Q9BUL5,0.0000,0
Q9BV86,0.0000,0
Q9BVA1,0.9620,0
Q9BVC4,0.2590,0
Q9BVC6,0.0000,0
Q9BVG4,0.0000,0
Q9BVI4,0.0000,0
Q9BVJ7,0.0000,0
Q9BVS4,0.9500,0
Q9BW19,0.0000,0
Q9BW71,0.0000,0
Q9BWD1,0.0000,0
Q9BWT3,0.0000,0
Q9BWU1,0.9560,0
Q9BX84,0.9670,0
Q9BXA6,0.4980,0
Q9BXA7,0.9630,0
Q9BXC0,0.2990,0
Q9BXM7,0.0000,0
Q9BXS5,0.0000,0
Q9BXS9,0.0000,0
Q9BXW4,0.0000,0
Q9BY08,0.0000,0
Q9BY32,0.0000,0
Q9BY41,0.9940,0
Q9BY42,0.0000,0
Q9BYB4,0.1890,0
Q9BYF1,0.0000,0
Q9BYJ9,0.0000,0
Q9BYP7,0.0000,0
Q9BYT3,0.9350,0
Q9BYW2,0.0000,0
Q9BZ95,0.0000,0
Q9BZL6,0.9700,0
Q9BZP6,0.0000,0
Q9BZX2,0.0000,0
Q9C098,0.9530,0
Q9C0B1,0.0000,0
Q9C0H9,0.0000,0
Q9C0J8,0.0000,0
Q9C0K7,0.2930,0
Q9CVD2,0.0000,0
Q9D659,0.0000,0
Q9D6N1,0.9220,0
Q9DGD3,0.6900,0
Q9E005,0.0000,0
Q9EP73,0.0000,0
Q9EPX4,0.8330,0
Q9ESS0,0.0000,0
Q9ESU6,0.8620,0
Q9GZL7,0.2610,0
Q9GZP4,0.0000,0
